Recency,Frequency,Monetary
50,14,321.92
39,47,165.75
27,144,1196.33
68,46,1064.28
207,30,463.38
175,17,340.93
7,120,2383.2400000000002
26,7,139.56
51,6,123.8
312,19,538.8100000000001
309,29,475.37
43,193,1957.32
26,194,815.32
88,7,356.85
184,10,251.21
20,624,2470.67
3,164,3543.26
47,107,673.26
17,799,5905.64
17,316,2012.17
24,96,1383.18
22,57,276.42
11,68,1314.81
188,23,275.28
101,12,455.59000000000003
61,73,1055.35
18,101,2102.09
33,18,330.45
64,16,174.37
2,4,270.6
24,17,974.54
108,12,241.09
32,203,1867.68
20,291,4332.2
3,972,8508.82
37,18,364.21999999999997
60,229,620.04
26,216,2925.91
236,64,932.85
25,62,1949.72
3,519,4447.05
60,330,2864.19
260,19,171.8
58,10,355.56
65,19,388.25
16,32,537.48
10,76,996.26
59,111,1461.65
186,5,103.25
29,72,3630.33
24,114,2024.45
5,399,2578.09
4,366,4007.54
151,4,652.8
311,56,289.24
11,48,765.62
18,10,186.23
152,58,165.07
19,113,859.27
10,216,2381.04
57,21,324.14
85,16,788.38
7,74,2237.77
76,69,1080.76
4,423,5074.77
96,127,3099.12
111,4,1432.0
57,33,1530.3600000000001
1,12,227.39
281,29,218.06
3,270,2832.84
180,235,1653.42
372,1,35.400000000000006
13,123,859.71
3,24,168.63
17,17,138.6
41,6,114.11
6,330,1052.55
169,100,1042.26
50,29,157.05
277,19,237.36
19,383,1601.14
372,3,39.75
15,197,1447.14
35,164,570.46
22,152,617.99
7,53,379.83
20,102,1740.6
11,55,883.15
44,50,221.97
306,25,393.33000000000004
11,7,213.96
275,2,660.0
1,2700,12156.65
16,86,16569.5
4,20,1785.15
72,4,601.56
243,3,406.08000000000004
9,16,553.44
246,20,394.44
206,26,412.78000000000003
1,92,1788.3600000000001
185,21,320.58000000000004
32,134,889.25
57,13,225.85
196,53,899.63
24,122,2791.27
91,24,671.96
4,152,959.01
51,41,1006.98
263,8,114.56
266,20,344.90000000000003
36,28,609.85
51,16,443.6
52,172,2984.49
24,106,2125.08
22,7,110.46
59,2,96.12
170,31,693.8100000000001
68,26,830.76
157,30,597.09
2,2080,280206.02
201,30,243.22
5,199,1417.29
67,102,654.6
77,29,114.18
1,237,1947.55
8,49,1932.23
169,80,291.05
18,126,848.22
5,29,247.15
9,253,2529.93
87,30,285.74
27,4,107.95
29,168,771.17
20,99,637.89
61,90,1835.7
24,14,195.25
11,573,9241.2
242,170,1269.99
280,132,411.53
235,61,765.55
3,74,1736.4
16,102,604.75
31,42,2548.2400000000002
25,258,28754.11
71,7,498.95
188,2,52.0
26,421,1236.28
107,15,628.38
8,327,5630.87
209,13,112.8
44,50,371.7
31,71,2114.33
137,68,591.55
265,8,172.9
4,130,2078.95
218,22,188.60999999999999
2,210,1250.76
214,8,109.13000000000001
32,115,2235.3
11,335,2549.37
1,347,3292.14
15,22,318.17
11,415,1546.91
199,1,179.0
3,28,1126.37
15,196,4921.04
14,139,606.13
10,357,2868.8
29,25,917.07
9,339,2666.36
24,10,160.19
25,71,867.38
43,55,329.68
2,237,1602.13
6,37,663.81
147,29,187.92000000000002
10,278,1158.3
25,52,718.08
274,10,268.58
374,71,313.49
1,501,2005.06
47,45,380.02
8,147,2702.4900000000002
16,202,9585.91
4,194,6065.69
4,17,1164.55
43,54,1314.45
4,60,3902.28
197,89,1448.21
12,59,1400.34
16,26,1099.98
113,69,1220.26
249,18,328.2
29,89,1415.75
44,5,389.64
87,30,563.15
45,41,638.05
10,235,5010.28
15,38,738.96
75,19,420.5
145,71,1484.06
5,102,1625.97
297,5,89.2
59,11,255.9
264,21,300.52
47,6,278.3
29,39,254.11
8,135,2473.37
17,5,192.60000000000002
3,1090,10674.75
232,52,876.42
112,9,139.26
58,60,1011.9
51,117,2538.3
127,35,730.86
281,41,386.15
55,27,447.68
320,6,200.10000000000002
26,15,289.99
10,3,77.4
7,30,679.4399999999999
29,6,197.64
17,46,745.06
64,2,6.2
21,14,228.99
3,80,1319.91
166,6,131.45000000000002
1,1141,8022.49
53,12,173.74
51,13,157.7
48,385,4339.74
61,59,193.14
162,44,845.55
9,12,353.27
15,47,554.65
75,11,193.39000000000001
40,235,2741.17
41,255,2087.88
370,30,155.43
37,53,778.5
197,4,271.85
200,63,1110.34
74,48,657.8
64,13,272.07
21,29,507.29
367,2,48.800000000000004
180,70,321.43
10,29,1127.71
4,121,2226.91
197,17,2139.76
29,42,697.55
53,40,197.13
18,67,1720.3
10,6,102.44999999999999
90,108,1649.5
268,4,62.85
53,138,3295.76
44,145,2824.69
64,130,3189.81
149,13,309.4
22,388,7930.54
312,21,325.75
23,28,511.35
58,143,2836.69
24,9,475.8
78,127,2759.83
119,20,645.65
36,66,1311.3799999999999
60,60,1173.12
13,58,1353.74
19,11,170.32
52,6,125.79
26,48,841.1999999999999
29,11,266.76
7,4,52.2
11,99,14389.9
186,36,710.28
3,144,2953.59
9,71,725.7
262,13,327.25
3,98,522.38
210,28,519.68
108,47,1465.3200000000002
13,124,1485.54
77,47,706.19
20,17,255.4
27,11,589.7
19,53,761.59
132,15,765.3199999999999
253,18,364.8
79,6,1862.0
207,20,369.2
336,10,135.9
254,7,125.65
148,33,554.38
10,73,1237.8500000000001
85,23,655.75
8,498,11138.710000000001
205,43,468.77000000000004
8,55,1366.38
23,116,1303.52
11,96,1421.29
26,20,332.66
21,355,2810.63
2,69,1025.44
158,17,616.15
3,165,3501.1
74,9,277.8
3,30,434.35
1,5677,143825.06
17,27,867.85
36,87,1227.43
91,12,307.48
71,77,1268.98
116,45,1610.15
213,57,977.77
30,78,1316.07
51,44,749.1
246,10,310.05
32,11,223.88
109,128,2372.86
5,41,1257.68
366,17,363.53
82,87,1890.94
297,10,1784.71
34,364,8137.02
57,34,1621.88
30,170,5900.25
14,3,100.9
72,14,290.82
23,63,1101.97
19,19,371.2
79,20,311.69
60,138,8099.49
25,55,289.82
12,85,336.17
253,12,58.49
147,42,499.68
64,59,695.42
8,27,221.27
11,312,7044.68
271,5,126.7
10,198,1487.8
247,13,206.21
96,83,599.0
15,38,191.32
50,6,463.8
30,37,147.59
68,34,1592.06
35,160,1116.57
128,18,114.77
107,32,1314.45
37,21,114.39
57,11,279.94
57,72,790.86
72,216,1931.42
246,8,102.12
19,41,213.27
198,87,296.75
16,4,326.4
212,40,334.54
39,61,233.23000000000002
46,26,546.1999999999999
170,75,429.87
48,77,490.52
116,115,1641.76
147,158,1246.32
16,1119,6316.57
51,144,502.09
159,12,156.91
12,182,1261.78
36,20,308.94
54,128,423.04
43,35,260.17
173,20,170.04
34,20,125.58
39,31,496.21000000000004
267,70,266.0
9,472,1914.82
12,135,905.04
3,562,6802.76
10,155,1661.33
33,72,377.01
80,61,469.0
31,35,1066.1499999999999
8,48,627.13
72,7,518.28
4,111,668.14
256,52,4959.1
5,510,2586.67
16,394,4308.61
90,27,252.73000000000002
72,127,465.55
59,130,705.49
10,1502,19914.44
170,67,180.35
199,5,135.93
31,3,537.0
19,453,7700.2300000000005
152,12,735.66
9,206,5213.7699999999995
270,22,343.62
65,97,384.05
274,3,121.17000000000002
25,78,1782.09
23,143,1391.61
319,30,215.78
5,71,697.79
12,114,302.1
275,25,1489.5
25,276,2124.9900000000002
41,237,1337.72
8,121,303.09
4,403,54534.14
71,57,987.86
213,5,370.79999999999995
38,155,3158.13
53,42,893.59
78,82,1744.76
46,104,553.36
179,70,1109.53
373,1,106.2
94,26,982.07
10,54,1043.41
105,42,748.87
78,27,773.03
173,49,880.85
7,440,9743.11
213,47,895.61
22,33,504.8
257,5,88.2
282,15,306.94
21,57,1160.07
10,145,2420.84
308,23,381.32
68,30,480.71
215,26,457.81
18,108,4597.02
104,47,1370.6
43,11,219.39000000000001
4,25,248.08
182,3,39916.5
84,23,410.48
334,3,876.0
9,8,317.53
31,35,703.36
197,69,1027.44
18,101,2298.93
18,100,1422.52
311,17,319.5
142,60,1300.25
246,28,484.95
24,35,996.1
29,84,1567.48
10,100,3609.33
30,197,2760.56
18,21,340.11
18,45,1352.75
15,79,1551.78
134,1,244.8
246,14,266.4
134,21,358.82
50,28,457.72
114,82,1633.78
7,106,2199.31
23,15,184.19
25,127,11528.48
66,16,406.53
60,102,1471.0
50,84,3447.4
170,22,330.11
18,52,977.9300000000001
128,29,982.42
15,73,1387.99
239,9,139.05
3,68,1286.7
240,13,178.96
52,80,2354.25
46,26,498.74
226,14,259.45
8,217,6580.44
4,67,1194.73
165,91,1327.16
240,28,623.5
11,20,301.29
134,23,520.8000000000001
17,343,5314.47
10,271,4745.69
31,22,329.25
75,85,296.42
1,55,961.49
4,125,1936.07
45,7,401.40000000000003
2,710,18641.010000000002
357,4,158.16
18,29,304.47
69,103,843.05
373,27,487.75
321,41,163.0
26,5,106.56
331,5,1289.5
9,110,1624.05
323,11,135.75
72,23,224.14
260,3,40.5
18,93,2206.95
367,6,87.5
66,16,689.4799999999999
154,29,622.85
29,63,406.76
70,21,310.62
14,19,411.41
2,91,4777.18
1,212,16225.39
120,51,1044.32
61,19,499.32
3,310,7616.53
3,1,3861.0
11,32,1079.6100000000001
92,10,193.64
59,13,1268.7
87,69,1236.54
26,142,1827.8
357,9,316.58
85,37,653.24
10,9,420.29999999999995
1,42,870.12
225,20,331.18
60,52,894.4100000000001
241,5,101.8
319,24,328.35
2,110,1661.44
47,35,734.94
88,2,96.6
11,166,5756.89
176,9,305.75
52,117,1778.96
366,5,403.25
319,5,585.0
226,20,755.75
358,14,322.08
234,23,409.40000000000003
311,8,154.41
37,58,1219.4
66,125,3386.71
239,23,429.6
113,31,612.06
277,14,197.0
218,143,2247.51
299,15,321.05
2,99,1412.32
29,50,1071.99
10,49,780.59
45,78,1706.57
67,110,1756.44
74,22,316.68
65,34,631.57
134,89,2515.84
238,33,514.15
122,6,356.0
32,350,6688.46
9,111,10484.99
36,44,740.78
16,53,918.1999999999999
127,18,300.36
67,47,890.85
149,6,98.45
283,7,317.15
169,34,623.16
100,77,1810.77
135,19,254.82
324,10,178.95000000000002
107,12,156.51
64,23,393.74
151,82,1506.1200000000001
338,6,119.3
22,11,1717.36
24,2,408.8
16,41,2379.49
7,274,2507.07
57,63,721.94
4,47,716.57
38,41,615.14
66,52,135.31
47,12,255.89999999999998
355,19,290.51
172,16,113.12
59,139,2332.15
50,3,240.55
22,20,486.69
43,88,2306.52
29,58,939.78
5,204,7943.22
26,103,4668.3
201,25,180.94
51,194,3672.86
10,39,641.94
2,192,4799.9
67,7,4507.01
64,28,496.44
51,243,5070.35
290,31,574.02
61,23,694.4000000000001
64,58,1174.35
96,12,205.3
274,19,310.47
1,2379,60767.9
75,47,924.85
110,1,52.0
199,24,327.97
64,37,570.5
327,1,165.0
4,33,312.62
284,16,204.5
44,36,267.13
71,95,2748.31
86,42,679.68
104,49,162.29
334,29,311.71
53,10,208.75
39,57,1049.7
32,13,714.96
366,35,1661.06
208,16,1028.56
157,99,351.67
54,36,173.97
66,86,574.07
81,17,2020.52
130,24,406.09
87,21,364.5
1,26,563.94
46,20,393.54
333,17,252.42000000000002
366,5,201.60000000000002
72,9,158.04
158,72,473.81
373,5,115.65
12,225,1960.1100000000001
255,63,777.02
29,14,277.05
31,519,2766.5
5,551,8347.2
40,13,427.93
362,7,418.92
373,16,326.0
96,29,913.19
26,114,2314.32
75,44,602.51
57,95,1877.59
21,4,446.94000000000005
41,94,2386.05
137,27,2007.3999999999999
8,132,2415.91
129,3,168.0
40,117,1233.3600000000001
169,194,3703.29
9,36,1690.2600000000002
214,8,596.85
15,302,5955.71
170,41,642.41
40,12,316.88
186,31,394.14
270,10,140.54
172,1,500.0
5,84,1535.53
16,12,231.86
10,85,2183.54
326,7,107.45
113,14,288.18
290,6,94.0
16,73,1345.53
1,50,815.77
92,12,716.2
149,42,626.77
189,8,349.1
31,53,510.71000000000004
34,153,1056.44
264,34,267.18
84,122,3450.84
26,99,1358.88
171,10,190.53
10,39,774.9000000000001
313,48,572.8100000000001
65,192,3984.32
85,28,508.8
25,8,135.86
59,53,950.36
323,6,97.7
38,2,43.5
254,17,383.34
19,292,1447.39
33,306,1483.14
15,6,93.78
27,82,397.35
23,10,171.19
214,41,533.3
8,55,1041.48
22,29,149.29
12,329,1122.53
262,45,200.16
131,25,156.57999999999998
55,62,383.68
249,2,594.0
2,382,3236.91
9,219,1418.26
264,5,113.5
331,9,155.17
313,28,494.64
26,60,974.52
30,30,429.84
30,58,538.73
2,286,1388.37
362,25,179.1
283,60,447.22
262,58,237.07
25,7,161.64
354,58,216.76
94,11,234.6
29,7,126.14
338,157,1048.85
20,97,7354.62
85,57,334.53
9,52,524.88
51,24,467.51
50,24,538.55
2,77,469.48
113,76,371.56
14,11,1771.2
77,29,454.10999999999996
40,46,1441.42
116,45,905.5
16,98,11054.96
161,88,233.81
1,188,3594.31
30,86,2575.0
93,2,91.32000000000001
23,50,1134.28
95,154,3100.09
28,35,659.4599999999999
33,297,2001.8
21,125,1299.23
18,15,1262.2
3,512,13316.4
8,68,1131.56
16,213,10384.93
363,70,147.09
81,13,52.83
53,97,3610.96
23,164,979.26
172,46,492.36
189,92,1000.27
331,1,250.0
12,160,909.23
156,7,121.0
33,308,14758.220000000001
12,178,4139.46
45,15,62.43
233,27,267.03
64,214,1942.45
2,18,343.5
40,185,3000.2
33,57,398.84
84,10,412.01000000000005
25,1,440.0
2,178,825.92
33,4,148.44
19,163,2429.78
254,26,229.33
23,672,3995.23
22,108,1502.35
8,228,2007.44
25,256,1580.93
19,83,807.57
173,75,536.4
163,24,110.92
7,41,538.46
11,15,213.3
114,29,85.13000000000001
288,28,127.86
9,259,3546.71
54,81,292.71999999999997
7,702,4954.84
77,115,1693.26
4,61,575.63
37,29,436.06
217,17,90.12
60,56,437.23
278,14,217.2
12,899,4805.17
24,31,279.77
29,20,473.65000000000003
12,27,800.59
352,1,134.55
22,113,1400.44
50,8,173.16
19,7,186.01
3,53,758.29
104,31,1375.71
7,323,4165.52
12,57,650.4300000000001
5,215,2552.86
32,104,607.45
178,168,702.25
38,45,940.6700000000001
151,39,258.88
162,13,127.1
69,51,348.6
121,150,3679.9700000000003
25,44,682.9100000000001
24,123,725.11
177,31,455.3
50,9,913.6800000000001
256,29,478.53000000000003
47,24,388.58
71,5,199.8
16,103,1771.78
101,77,1406.59
35,22,324.57
53,14,240.68
27,52,761.74
11,410,6776.56
8,47,1297.8700000000001
79,2,48.480000000000004
52,17,216.39
36,67,1198.23
61,77,2920.16
337,13,104.76
28,60,1093.68
184,16,298.48
52,6,112.46000000000001
10,43,1591.45
36,6,195.15
10,423,10399.74
33,45,776.851
11,3,336.40000000000003
57,100,1553.18
4,16,1293.03
43,185,3709.56
141,19,301.03
117,34,588.13
104,64,1534.26
75,49,675.8
5,155,2870.2400000000002
45,60,1186.35
16,167,3285.31
17,15,243.55
90,25,724.76
53,15,223.36
134,25,425.32
4,484,12515.66
105,119,1887.2
192,33,664.0
166,238,813.0
19,52,612.01
158,35,447.64000000000004
204,25,657.35
336,2,816.0
37,32,646.3
91,21,337.74
93,6,877.4399999999999
9,21,922.53
243,34,560.67
45,47,748.5
23,1,30.0
190,48,1024.1000000000001
44,11,306.45
25,90,1600.86
317,5,309.8
106,9,138.14
51,17,386.43
168,116,2242.01
40,13,301.32
218,1,76.32000000000001
40,33,684.34
297,12,173.05
19,78,2657.13
88,155,2881.02
73,114,2446.6
81,21,323.69
19,202,3435.76
49,33,657.23
53,12,352.7
24,110,781.28
9,78,1333.68
25,53,1426.16
117,10,193.75
9,166,2993.1
120,9,254.1
4,19,239.76
252,2,136.8
28,12,191.04
1,78,6479.4
267,22,409.98
33,171,2736.46
18,18,309.65
172,86,696.68
2,237,1542.14
265,5,211.5
140,117,2293.62
201,6,143.1
64,55,1060.56
35,214,945.58
41,288,3364.2400000000002
284,6,133.25
9,53,1072.3600000000001
143,19,356.7
12,35,330.88
146,118,1118.81
234,7,150.3
33,937,5045.61
24,128,598.73
12,91,507.08
36,69,2222.56
365,41,203.1
201,11,218.25
15,32,415.25
17,302,5178.96
213,5,85.0
66,70,1120.88
212,14,294.12
283,10,162.3
115,26,1339.45
15,72,1205.1200000000001
19,173,4812.42
66,8,449.12
49,9,154.88
16,88,784.46
78,3,34.8
19,62,1094.59
134,28,196.88
13,93,974.04
40,21,149.31
235,10,44534.3
3,293,2465.48
40,411,2637.38
305,1,79.2
51,28,458.57
10,141,2364.25
61,192,532.96
66,45,714.42
25,9,205.25
218,7,253.04
65,37,583.75
32,61,1086.92
88,180,3279.97
64,11,315.06
116,27,621.8299999999999
7,130,56252.72
6,10,635.6800000000001
69,25,270.8
245,7,104.9
133,18,241.62
241,21,1047.11
184,29,475.28000000000003
25,20,345.46
10,43,2614.7400000000002
11,14,246.3
33,83,2328.9700000000003
46,267,4932.2
26,206,948.05
358,25,351.3
10,35,220.85
44,75,1612.69
15,12,965.61
150,42,610.01
1,133,2711.56
113,8,2207.4
76,98,884.14
107,119,699.08
46,64,1063.95
143,1,451.42
51,8,415.82000000000005
1,263,4206.39
23,301,5528.4800000000005
46,31,784.58
50,48,903.9
306,208,3734.9700000000003
36,35,515.77
79,89,1391.98
22,133,2218.62
107,41,1801.14
208,40,1303.9099999999999
17,72,1945.33
64,49,2100.6
49,123,1905.45
320,17,206.98
44,62,570.96
3,33,885.47
372,1,15.0
172,20,532.94
56,68,1654.31
73,115,1836.0900000000001
99,51,636.14
38,39,576.0
58,68,801.76
254,54,836.79
70,273,2233.75
44,50,954.09
50,10,137.37
65,24,391.98
11,167,33643.08
33,62,1048.49
59,27,355.56
73,47,1224.06
304,8,118.95000000000002
46,11,130.73999999999998
18,138,3711.77
38,22,389.27
19,97,238.85
187,22,160.71
52,30,110.8
4,140,2974.65
137,80,712.24
4,645,16387.57
19,14,297.0
16,191,1438.85
41,142,977.21
12,546,3165.36
8,147,832.88
26,18,68.84
22,20,1936.3200000000002
41,40,895.13
101,45,230.53
5,461,3812.64
277,15,149.64
33,76,354.09000000000003
15,128,360.93
64,120,4405.88
2,129,493.28
369,105,343.28000000000003
312,29,501.39000000000004
199,23,516.36
2,49,396.48
93,18,379.35
60,12,181.09
81,12,168.31
157,93,446.87
227,62,524.52
253,41,263.55
150,11,179.17
194,24,222.05
1,86,1388.88
369,4,56.25
24,51,351.11
17,116,363.88
10,74,5126.76
8,30,164.68
20,150,1567.69
4,249,967.45
174,7,191.94
1,267,1232.18
178,19,264.62
16,155,1528.09
248,12,123.1
191,40,334.23
20,143,639.89
154,60,167.5
173,25,336.03000000000003
373,11,369.5
373,21,127.08
194,12,207.15
67,21,426.63
4,115,2495.87
21,74,1107.46
239,12,416.86
64,7,145.35
112,18,404.58
90,76,6115.01
311,1,35.8
134,14,337.44
277,6,325.1
365,2,181.0
83,29,1708.24
8,60,955.24
17,19,364.72
32,98,1765.51
9,41,708.22
34,91,806.57
15,98,1659.3799999999999
24,183,4416.26
32,42,428.89
74,7,104.35
20,28,470.76
17,122,845.64
23,84,418.83
3,20,666.1
304,11,314.1
18,35,4199.85
367,4,307.82000000000005
39,176,3442.15
84,24,371.01
165,98,430.94
17,65,1054.73
77,49,1098.78
89,43,2398.86
25,97,3408.48
22,113,1475.02
3,270,2837.67
123,37,1142.42
30,14,168.12
12,140,1451.28
19,27,158.03
44,52,792.11
4,3,41.989999999999995
9,552,2797.57
55,35,427.07
88,130,1060.68
37,506,3089.97
3,9,12393.7
30,103,2735.37
12,218,615.39
211,8,101.4
48,385,1701.94
24,33,478.78
22,90,992.71
246,86,407.5
8,212,3362.71
35,94,1415.29
4,139,37130.6
38,145,662.38
4,182,705.39
3,235,1508.76
47,32,211.88
39,28,408.90000000000003
47,160,3786.2400000000002
17,46,851.01
260,76,628.28
46,101,719.81
12,64,251.24
30,28,439.65999999999997
43,32,236.09
92,16,934.62
39,242,81024.84
310,29,331.24
92,100,548.94
6,1137,8816.4
196,22,437.7
87,55,758.92
270,39,855.02
8,26,471.78000000000003
65,65,1313.55
31,6,3166.4
22,71,1197.27
38,39,773.99
120,83,1340.7
373,8,256.44
40,312,1111.79
174,10,137.9
54,34,362.06
33,84,1511.95
145,70,783.9
221,8,134.8
45,68,664.85
16,121,2263.12
66,180,1459.8600000000001
10,64,1153.62
260,23,335.32
365,74,372.09
17,102,1521.87
22,33,852.15
45,21,326.24
288,23,584.3199999999999
297,1,122.39999999999999
3,129,2234.73
284,1,79.2
17,21,1352.0
82,10,217.16
56,227,2806.9
101,31,1317.62
299,38,436.18
23,167,981.51
59,39,1121.39
155,18,315.06
115,51,817.86
107,1,17.0
12,63,1078.23
264,12,320.62
240,10,185.04999999999998
88,67,2005.63
50,39,731.9
71,76,1290.7
42,57,1842.14
7,48,1429.64
62,29,302.36
249,13,336.96
66,6,108.38
18,31,3204.1600000000003
85,48,842.5
219,18,611.88
45,354,1337.48
143,16,195.73999999999998
183,30,161.38
171,8,135.75000000000003
10,284,1667.97
212,34,612.78
190,30,232.21
8,16,423.36
59,30,1309.14
57,212,867.11
73,38,684.4200000000001
52,16,307.78
317,11,249.0
367,13,289.35
29,117,6287.77
39,40,656.25
18,89,1880.22
52,78,3506.54
4,339,14589.04
22,35,618.09
263,21,517.55
60,37,709.38
19,31,635.41
66,35,725.18
88,30,620.4
250,37,535.34
3,117,2424.94
247,1,175.2
9,224,3799.4900000000002
157,29,734.13
134,22,375.0
296,1,76.32000000000001
5,18,280.52
43,117,2053.02
269,29,1829.04
50,89,1824.23
9,130,3122.04
16,18,656.69
282,14,348.2
65,20,1025.44
2,474,5575.56
252,2,37.4
232,6,856.6
17,34,822.48
11,98,3787.6
8,85,1822.97
51,125,1885.05
59,3,73.2
95,69,1140.21
16,84,1418.32
126,23,1009.5500000000001
94,58,1037.59
50,15,331.95
138,8,197.9
61,11,215.83
100,162,10254.18
73,11,305.54
72,28,6617.65
67,15,338.71000000000004
64,45,1158.79
17,31,529.41
23,218,4006.94
32,295,6911.4400000000005
45,67,981.86
16,11,215.48
40,6,215.08
3,134,5180.52
237,19,314.45
75,15,400.68100000000004
4,179,1080.6200000000001
3,111,1863.47
361,18,365.27
59,35,592.9
23,57,405.71
31,98,761.38
55,63,537.0600000000001
25,19,394.38
45,66,664.26
89,46,2262.62
2,123,21086.3
89,23,547.02
19,41,690.34
79,6,159.0
171,44,1062.75
81,14,242.35
267,37,914.9300000000001
235,15,304.25
30,84,3084.68
37,97,864.86
318,137,846.72
57,96,1295.3
45,134,1096.32
203,8,255.12
225,6,314.22
87,47,1010.6
190,35,542.03
44,37,990.88
71,22,536.6800000000001
41,46,867.31
78,20,432.2
57,19,414.2
24,135,3718.8
10,662,2607.87
8,294,3603.21
34,51,409.1
212,91,1522.75
24,90,1413.66
170,16,114.56
62,7,152.94
53,69,1800.07
261,24,389.44
67,123,3683.86
17,270,2619.91
267,13,752.4300000000001
177,2,46.95
45,135,5203.51
51,18,1035.45
17,124,746.83
9,258,5447.0
74,61,861.89
71,45,667.65
353,54,1141.24
3,133,1429.24
117,25,411.7
373,67,357.95
197,33,559.87
177,6,810.6000000000001
100,23,566.38
21,107,1509.58
72,17,2062.06
340,11,168.3
6,166,1570.81
31,109,823.97
170,8,142.5
122,17,302.25
22,118,2248.9900000000002
10,79,1328.55
269,20,301.9
23,27,598.2
127,11,233.22
26,162,5360.63
139,22,361.21999999999997
214,41,632.27
38,4,2560.0
106,42,706.57
18,37,616.26
3,16,274.15000000000003
331,14,226.37
64,151,2938.91
120,69,1341.65
35,19,328.15
218,3,404.40000000000003
172,56,1038.46
72,12,373.65000000000003
1,37,326.75
196,1,207.50000000000003
128,118,428.68
47,18,594.24
6,319,3110.96
14,319,3844.22
18,39,251.91
28,153,1593.2
8,45,26626.8
37,10,151.05
157,11,214.79999999999998
284,20,109.95
107,153,549.07
25,77,1971.87
75,15,322.41
16,47,370.47999999999996
158,2,101.10000000000001
44,38,575.41
11,92,887.65
32,235,1469.45
291,9,53.5
21,57,1116.47
333,8,153.9
18,28,494.44
4,94,6675.71
63,39,395.8
198,31,211.77
33,34,658.88
1,109,2027.5
7,66,1750.92
5,662,3512.53
10,106,896.66
32,81,734.77
53,5,109.36000000000001
12,53,707.04
18,51,1540.42
19,18,327.3
37,130,804.49
2,76,497.43
18,118,1553.66
82,228,1320.56
33,97,367.93
66,111,473.03000000000003
9,125,987.01
267,5,676.2
247,23,362.95
4,108,2157.4
61,32,1780.59
75,102,668.36
90,33,584.5
60,59,555.89
29,88,317.2
323,4,94.36
53,34,1382.07
270,45,221.19
2,330,3046.21
57,83,1555.34
61,210,1486.9
154,82,1705.8
19,73,408.57
95,29,303.93
1,186,4098.32
265,60,299.6
312,10,177.5
70,23,443.05
302,5,167.25
19,63,163.07
13,172,2126.93
36,232,2028.88
19,45,214.65
54,35,151.83
57,31,262.2
22,7,126.25
44,54,210.35
27,71,1051.4
45,102,675.27
113,51,972.23
17,369,34684.4
25,18,346.12
191,5,133.56
302,21,302.7
2,372,1908.25
263,9,241.06
106,2,284.55
57,6,300.85
213,83,642.81
64,8,287.4
28,17,184.26
29,109,1522.25
6,132,798.35
8,282,3640.67
67,24,381.2
2,174,616.79
46,84,654.67
34,63,230.51
1,3,168472.5
136,36,259.01
198,20,188.89000000000001
198,40,707.69
150,11,311.92
88,14,266.97
45,2,6.9
64,99,1841.18
99,111,2158.37
218,9,208.36
3,202,3482.7400000000002
28,135,814.72
178,33,151.42
74,3,136.0
21,82,1422.4
20,236,1314.68
34,148,1603.46
74,2,74.9
24,182,650.43
52,170,762.39
275,13,223.95000000000002
165,18,316.11
7,360,1871.5
88,28,544.3
64,146,2494.46
25,17,331.0
10,35,300.83
76,53,769.29
16,18,220.62
192,19,139.35
174,25,404.3
77,42,363.65
33,29,498.8
47,39,731.5
80,56,1351.63
297,50,826.53
3,97,684.41
9,95,1599.52
50,136,2965.69
161,15,100.97
360,19,365.45
5,11,400.86
107,84,1431.93
25,86,484.38
32,4,777.6
20,3,90.30000000000001
297,13,363.7
372,13,248.1
22,169,950.26
5,35,874.59
52,113,1627.13
30,6,101.69999999999999
277,17,162.7
61,40,484.32
25,13,215.07999999999998
186,156,1046.57
2,290,9418.470000000001
2,183,13027.45
172,15,290.36
81,14,228.06
4,17,244.41
190,30,455.25
22,77,1244.59
18,4,6748.8
19,177,1095.56
5,31,593.75
110,55,548.97
3,45,1388.81
54,5,119.62
165,3,339.3
291,25,787.15
10,981,4154.64
109,251,2298.97
96,32,922.12
243,17,379.73
163,84,5719.82
42,52,837.1
35,17,285.89
67,207,3313.79
24,11,281.85
1,460,8338.49
27,57,841.41
6,31,511.12
54,19,1077.74
364,3,173.7
15,18,614.66
194,35,865.6
3,5,124.2
15,126,3738.4
27,87,1421.69
127,57,1009.6
85,42,663.61
71,28,451.44
183,9,105.84
113,6,313.62
374,14,233.45
80,28,936.08
249,8,463.95
232,13,225.15
71,33,459.24
69,10,213.5
4,216,4113.68
51,27,330.03
75,53,181.09
61,85,360.16
16,12,250.15
4,7,90.04
286,10,145.04999999999998
4,62,813.52
41,31,244.79999999999998
36,29,528.08
75,34,482.47
18,172,3347.71
15,276,5493.46
219,6,75.66
186,10,129.49
33,66,1187.66
70,30,618.59
183,26,506.19
15,33,500.42
236,5,151.85
31,96,2647.59
264,14,226.21
4,9,178.96
52,29,813.48
246,5,129.45
81,48,810.5699999999999
275,23,333.08
1,179,4413.1
79,20,322.8
30,117,2188.05
74,64,417.73
17,152,2883.1
223,9,217.9
32,69,1154.47
23,94,1680.72
31,50,1257.51
106,12,231.10000000000002
5,34,688.33
246,27,487.51
178,62,833.78
170,14,214.06
43,19,290.65999999999997
72,24,518.42
59,118,6773.97
16,69,1212.66
141,29,601.27
18,261,3794.52
22,73,8625.8
10,208,933.62
368,8,123.24
189,2,39.12
16,16,1267.6499999999999
